account_id,contract_type,customer_id,has_device_protection,has_internet_service,has_multiple_lines,has_online_backup,has_online_security,has_phone_service,has_premium_tech_support,has_unlimited_data,internet_type,num_referrals,paperless_billing,payment_method,tenure_months,avg_gb_download_monthly,avg_long_distance_fee_monthly,stream_movie,stream_music,stream_tv,total_charges_quarter,total_long_distance_fee,total_monthly_fee,total_refunds,age,gender,married,num_dependents,senior_citizen,zip_code,area_id,city,latitutde,longitude,population,status
ASXN-EPDHL,Month-to-Month,2955-PSXOE,No,No,No,No,No,Yes,No,No,None,0,Yes,Bank Withdrawal,1,0,43.52,No,No,No,20.2,43.52,20.2,0.0,48,Female,No,0,No,90290,93,Topanga,34.115192,-118.61017,5451,1
ATAO-SFZZG,Month-to-Month,4315-MURBD,No,Yes,No,No,Yes,Yes,Yes,Yes,Cable,0,Yes,Bank Withdrawal,12,23,34.92,Yes,Yes,Yes,1120.95,419.04,98.9,0.0,64,Female,No,0,No,94066,883,San Bruno,37.624436,-122.430661,39566,1
ATCR-QWVQJ,Month-to-Month,4190-MFLUW,Yes,Yes,No,No,No,Yes,Yes,Yes,Cable,6,No,Credit Card,10,69,9.41,No,No,No,528.35,94.1,55.2,0.0,21,Female,Yes,0,No,92121,369,San Diego,32.898613,-117.202937,4258,1
ATQQ-SJVWJ,Two Year,4254-QPEDE,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DSL,3,No,Credit Card,52,52,0.0,Yes,Yes,Yes,3330.1,0.0,66.25,0.0,22,Female,Yes,0,No,92220,386,Banning,33.936298,-116.849577,25859,0
AUEA-GWKYJ,Month-to-Month,3987-KQDDU,No,Yes,No,No,Yes,Yes,No,Yes,Fiber Optic,0,No,Bank Withdrawal,9,6,21.11,No,No,No,661.55,189.99,75.6,0.0,58,Male,No,0,No,95476,1275,Sonoma,38.25485,-122.461799,34314,0
AUHC-YIGIL,Month-to-Month,3733-LSYCE,No,Yes,No,Yes,No,Yes,No,Yes,Fiber Optic,6,No,Bank Withdrawal,15,71,30.09,No,No,No,1114.55,451.35,75.35,0.0,22,Female,Yes,0,No,95564,1317,Samoa,40.809636,-124.189977,395,0
AUKN-EKGYO,Two Year,2072-ZVJJX,No,No,Yes,No,No,Yes,No,No,None,5,No,Bank Withdrawal,68,0,22.83,No,No,No,1728.2,1552.44,25.25,0.0,47,Male,Yes,0,No,95818,1430,Sacramento,38.556306,-121.495817,21313,0
AUVC-CVWLX,Month-to-Month,0060-FUALY,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,4,Yes,Bank Withdrawal,59,14,16.39,No,No,Yes,5597.65,967.01,94.75,0.0,60,Female,Yes,0,No,90003,3,Los Angeles,33.964131,-118.272783,58198,0
AVAH-KVLZW,Month-to-Month,4505-EXZHB,Yes,Yes,No,No,No,Yes,No,No,Fiber Optic,0,No,Bank Withdrawal,6,27,8.91,No,No,No,434.1,53.46,74.4,0.0,75,Female,No,0,Yes,93218,643,Ducor,35.846067,-119.004073,823,1
AVAQ-OETUB,Month-to-Month,3522-CDKHF,No,Yes,No,No,Yes,Yes,No,Yes,Fiber Optic,6,Yes,Bank Withdrawal,32,47,19.3,No,No,No,2324.7,617.6,75.5,0.0,21,Female,Yes,0,No,95210,1129,Stockton,38.033219,-121.297433,40611,0
AVGM-DWSCS,Two Year,5208-FVQKB,No,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,7,No,Credit Card,70,15,24.93,Yes,Yes,No,4664.15,1745.1,67.95,0.0,41,Male,Yes,0,No,93634,793,Lakeshore,37.290606,-119.216328,52,0
AVGM-WSWSR,Month-to-Month,0596-BQCEQ,Yes,Yes,No,Yes,No,Yes,No,Yes,Fiber Optic,1,Yes,Bank Withdrawal,62,13,48.58,Yes,Yes,Yes,6283.3,3011.96,100.15,0.0,32,Female,Yes,0,No,95547,1302,Hydesville,40.557314,-124.081662,1201,1
AVGO-DCVES,Month-to-Month,1078-TDCRN,No,Yes,No,Yes,No,No,No,Yes,DSL,7,Yes,Bank Withdrawal,3,3,0.0,No,No,No,82.85,0.0,30.75,0.0,75,Female,Yes,0,Yes,91301,188,Agoura Hills,34.129058,-118.759788,25303,0
AVGP-PBYUQ,Two Year,4827-DPADN,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Cable,3,Yes,Bank Withdrawal,72,69,24.48,Yes,Yes,Yes,6042.7,1762.56,83.3,0.0,28,Female,Yes,3,No,90032,29,Los Angeles,34.078821,-118.177576,46960,0
AVJD-EICRB,One Year,1877-HKBQX,No,Yes,No,No,Yes,Yes,Yes,Yes,DSL,0,Yes,Mailed Check,11,41,1.16,No,No,No,617.85,12.76,54.6,0.0,21,Female,No,0,No,90703,130,Cerritos,33.8681,-118.067402,51556,0
AVUC-QTIFM,Month-to-Month,0674-EYYZV,No,Yes,No,No,No,Yes,No,Yes,DSL,0,Yes,Bank Withdrawal,1,4,36.33,No,No,Yes,54.65,36.33,54.65,0.0,41,Female,No,0,No,90065,55,Los Angeles,34.108833,-118.229715,47534,0
AVZR-YEIHL,Month-to-Month,4385-GZQXV,No,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,0,Yes,Bank Withdrawal,16,9,9.43,Yes,Yes,Yes,1511.2,150.88,94.45,0.0,68,Female,No,0,Yes,91764,269,Ontario,34.074087,-117.605618,49474,1
AWCD-JIOTX,Month-to-Month,2267-WTPYD,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,1,No,Credit Card,57,30,23.05,Yes,No,No,5438.95,1313.85,94.0,0.0,77,Female,Yes,0,Yes,91344,206,Granada Hills,34.291273,-118.505104,48867,0
AWGX-HLHWT,One Year,5014-WUQMG,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Fiber Optic,1,Yes,Bank Withdrawal,47,52,15.59,Yes,Yes,No,4391.45,732.73,96.1,0.0,23,Male,Yes,2,No,96044,1551,Hornbrook,41.962127,-122.527696,1026,0
AWKP-AMEVV,Month-to-Month,3871-IKPYH,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,No,Bank Withdrawal,1,12,16.19,No,No,No,69.1,16.19,69.1,0.0,70,Male,No,0,Yes,93010,607,Camarillo,34.227846,-119.079903,42853,1
AWOF-FNFOH,Two Year,3544-FBCAS,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DSL,4,Yes,Credit Card,72,22,12.84,Yes,Yes,Yes,5959.3,924.48,83.6,0.0,36,Female,Yes,1,No,95466,1269,Philo,39.094102,-123.500853,1113,0
AWQD-JCOYW,Month-to-Month,4137-BTIKL,No,Yes,Yes,No,Yes,Yes,No,Yes,Fiber Optic,0,No,Credit Card,2,23,27.17,Yes,Yes,No,174.75,54.34,90.75,0.0,55,Male,No,0,No,92327,442,Daggett,34.875144,-116.821698,678,0
AWTU-WCJMS,One Year,0967-BMLBD,No,No,No,No,No,Yes,No,No,None,8,Yes,Credit Card,11,0,49.19,No,No,No,196.35,541.09,20.0,0.0,37,Female,Yes,1,No,95325,1178,Hornitos,37.479926,-120.230424,128,0
AWZC-IUCWU,Month-to-Month,3627-FHKBK,No,Yes,No,No,Yes,Yes,No,Yes,Fiber Optic,0,No,Mailed Check,1,51,4.13,No,No,No,75.3,4.13,75.3,0.0,28,Female,No,0,No,92806,575,Anaheim,33.83796,-117.870494,34398,1
AXAL-YHRBL,Month-to-Month,1171-TYKUR,No,No,Yes,No,No,Yes,No,No,None,1,No,Bank Withdrawal,47,0,10.07,No,No,No,1139.2,473.29,25.4,0.0,20,Male,Yes,0,No,90010,9,Los Angeles,34.062125,-118.315709,1957,0
AXCN-COBFZ,Two Year,3154-HMWUU,No,No,No,No,No,Yes,No,No,None,9,Yes,Bank Withdrawal,60,0,31.29,No,No,No,1198.8,1877.4,20.5,0.0,28,Male,Yes,0,No,95694,1403,Winters,38.578604,-122.024579,8406,0
AXFR-QWPFD,Two Year,1241-FPMOF,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,52,0,21.98,No,No,No,1025.05,1142.96,19.65,0.0,31,Male,No,0,No,90740,143,Seal Beach,33.75462,-118.071128,24180,0
AXHE-KTVGM,One Year,0557-ASKVU,Yes,Yes,No,No,No,Yes,Yes,Yes,Cable,2,Yes,Credit Card,18,7,44.97,No,No,No,957.1,809.46,54.4,0.0,43,Female,Yes,0,No,90210,63,Beverly Hills,34.099891,-118.414338,21397,0
AXPE-PUKUR,Month-to-Month,2325-NBPZG,No,Yes,No,No,Yes,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,3,73,10.1,No,No,No,233.65,30.3,74.55,0.0,20,Female,No,0,No,94949,1044,Novato,38.067204,-122.524004,13361,0
AYBO-DMVWT,Month-to-Month,0378-TOVMS,No,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,0,No,Bank Withdrawal,3,73,10.6,Yes,Yes,No,272.2,31.8,85.8,0.0,20,Female,No,0,No,95385,1218,Vernalis,37.609095,-121.263381,274,1
AYHI-XUYMV,Month-to-Month,1453-RZFON,No,Yes,No,No,Yes,Yes,No,Yes,Cable,0,No,Credit Card,1,53,9.0,No,No,No,49.9,9.0,49.9,0.0,39,Female,No,3,No,93608,773,Cantua Creek,36.488056,-120.407691,1766,0
AYIV-MIGQO,Two Year,1125-SNVCK,No,Yes,No,No,No,Yes,No,Yes,DSL,0,No,Credit Card,49,3,35.65,No,No,No,2106.05,1746.85,43.8,20.45,78,Female,No,0,Yes,90040,37,Los Angeles,33.994524,-118.149953,9805,0
AYMD-DVNWH,Two Year,4024-CSNBY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic,8,Yes,Bank Withdrawal,72,17,11.02,No,No,No,6849.75,793.44,94.25,0.0,39,Female,Yes,0,No,95140,1120,Mount Hamilton,37.382909,-121.634151,38,0
AYPM-JFUDZ,Month-to-Month,0793-TWELN,No,Yes,Yes,No,Yes,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,4,73,6.5,No,No,No,319.85,26.0,80.15,0.0,27,Female,No,0,No,90026,24,Los Angeles,34.078991,-118.263804,73686,0
AYTJ-PGIRY,Month-to-Month,1110-KYLGQ,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,0,No,Credit Card,63,16,5.17,Yes,Yes,Yes,6780.1,325.71,108.25,0.0,46,Female,No,0,No,95008,1064,Campbell,37.279689,-121.954567,44976,0
AYUF-ZKGTF,Month-to-Month,3038-PQIUY,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DSL,0,Yes,Bank Withdrawal,38,13,20.14,No,No,No,2522.4,765.32,66.15,0.0,39,Female,No,0,No,91917,297,Dulzura,32.622999,-116.687855,727,0
AYXY-YUILU,Month-to-Month,0587-DMGBH,No,Yes,No,No,Yes,Yes,No,No,Cable,0,Yes,Bank Withdrawal,8,25,37.79,No,No,No,365.55,302.32,49.85,13.01,48,Female,No,0,No,95988,1516,Willows,39.493991,-122.286363,8812,1
AZAT-PCPYL,One Year,3758-CKOQL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Fiber Optic,7,Yes,Credit Card,59,48,41.15,Yes,Yes,No,6152.3,2427.85,107.0,0.0,20,Female,Yes,0,No,93563,765,Valyermo,34.39583,-117.734568,413,0
AZCP-QIIOJ,One Year,0902-RFHOF,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,38,0,22.23,No,No,No,730.1,844.74,20.1,0.0,38,Male,No,0,No,95650,1367,Loomis,38.809175,-121.171375,11191,0
AZEI-TPCKG,One Year,1091-SOZGA,Yes,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,1,Yes,Credit Card,56,71,42.37,Yes,Yes,Yes,5515.45,2372.72,99.8,0.0,27,Female,Yes,0,No,90623,120,La Palma,33.850504,-118.039892,15505,0
AZGK-DCOTP,Month-to-Month,5018-HEKFO,No,No,Yes,No,No,Yes,No,No,None,0,Yes,Credit Card,10,0,17.01,No,No,No,270.15,170.1,24.5,0.0,51,Female,No,0,No,91748,260,Rowland Heights,33.976753,-117.897367,46342,0
AZIB-AHJTK,Month-to-Month,4547-LYTDD,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,No,Bank Withdrawal,16,17,46.99,No,No,No,1194.3,751.84,72.65,0.0,35,Female,No,0,No,91601,234,North Hollywood,34.1692,-118.372498,36625,1
AZIC-HXGDW,Two Year,3913-FCUUW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,8,Yes,Bank Withdrawal,72,19,6.85,No,No,No,5165.7,493.2,70.45,0.0,52,Female,Yes,1,No,93230,651,Hanford,36.29223,-119.622676,53204,0
AZUV-ZEIEV,Month-to-Month,4203-QGNZA,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,28,0,26.09,No,No,No,535.35,730.52,20.25,0.0,27,Female,No,3,No,90021,19,Los Angeles,34.029043,-118.239504,3012,0
AZYM-MYEHP,One Year,1763-KUAAW,No,No,No,No,No,Yes,No,No,None,0,No,Bank Withdrawal,18,0,37.53,No,No,No,369.6,675.54,20.35,0.0,77,Female,No,0,Yes,96048,1554,Junction City,40.913192,-123.06597,734,0
BACM-PQLFS,Two Year,3745-HRPHI,Yes,Yes,No,No,No,No,Yes,Yes,DSL,0,No,Bank Withdrawal,66,28,0.0,Yes,Yes,Yes,3632.0,0.0,54.65,46.75,49,Male,Yes,3,No,95993,1518,Yuba City,39.075694,-121.70606,27786,0
BAOL-XKIMG,Month-to-Month,2038-OEQZH,Yes,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,No,Bank Withdrawal,4,20,44.36,Yes,Yes,No,308.1,177.44,86.05,0.0,63,Male,No,0,No,92584,515,Menifee,33.653338,-117.178271,14068,0
BARX-QCBBR,Two Year,5038-ETMLM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,10,Yes,Bank Withdrawal,72,22,29.0,Yes,Yes,Yes,8182.75,2088.0,113.65,0.0,35,Female,Yes,0,No,95823,1435,Sacramento,38.475465,-121.443625,72199,0
BAXS-XJFZX,Month-to-Month,0840-DFEZH,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,7,17,25.17,No,No,No,564.65,176.19,75.35,0.0,63,Female,No,0,No,90036,33,Los Angeles,34.070291,-118.349191,32901,0
BBFZ-HQCWW,Two Year,3174-AKMAS,No,Yes,No,Yes,No,Yes,Yes,Yes,DSL,1,Yes,Credit Card,46,6,37.02,No,No,Yes,3009.5,1702.92,64.2,0.0,61,Female,Yes,0,No,93628,790,Hume,36.807595,-118.901544,93,0
BBJG-SXWMM,Month-to-Month,2722-JMONI,No,Yes,No,No,Yes,Yes,No,Yes,Cable,1,Yes,Bank Withdrawal,1,9,24.24,No,No,No,49.55,24.24,49.55,0.0,73,Female,Yes,0,Yes,92029,326,Escondido,33.079834,-117.134275,17944,1
BBVR-TUZSR,One Year,1599-MMYRQ,No,Yes,No,Yes,Yes,Yes,No,Yes,Fiber Optic,1,Yes,Credit Card,62,41,39.67,No,No,No,4983.05,2459.54,81.45,14.15,27,Male,Yes,3,No,95436,1243,Forestville,38.499302,-122.92444,6216,0
BCLZ-TQOTG,Month-to-Month,3315-TOTBP,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Mailed Check,15,52,44.86,No,Yes,No,1130.85,672.9,76.0,0.0,29,Male,No,0,No,96061,1564,Mill Creek,40.331975,-121.460674,78,1
BCSW-PRSTA,Month-to-Month,1867-TJHTS,No,Yes,Yes,No,Yes,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,58,14,22.71,No,No,No,4526.85,1317.18,79.8,0.0,47,Female,No,0,No,95817,1429,Sacramento,38.550722,-121.457314,14966,0
BCSZ-CEGOK,Two Year,5227-JSCFE,Yes,Yes,No,Yes,Yes,No,Yes,Yes,DSL,9,No,Credit Card,71,19,0.0,No,No,No,3353.4,0.0,46.35,18.64,74,Male,Yes,0,Yes,95066,1089,Scotts Valley,37.070177,-122.010077,14574,0
BDBT-JCLKS,Month-to-Month,3669-LVWZB,No,Yes,No,Yes,No,No,No,Yes,DSL,0,Yes,Mailed Check,5,59,0.0,Yes,Yes,Yes,305.95,0.0,51.0,0.0,20,Male,No,0,No,96142,1621,Tahoma,39.061227,-120.179546,1291,1
BDFV-JZYNS,Month-to-Month,2905-KFQUV,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,9,Yes,Credit Card,2,14,7.49,No,No,No,154.8,14.98,70.4,0.0,61,Female,Yes,0,No,94038,873,Moss Beach,37.515556,-122.502311,3064,0
BDGO-JVRIE,Month-to-Month,5087-SUURX,Yes,Yes,No,No,No,No,No,Yes,Cable,1,Yes,Bank Withdrawal,18,30,0.0,No,No,Yes,669.85,0.0,39.05,0.0,46,Female,Yes,0,No,92887,603,Yorba Linda,33.884073,-117.732197,20893,1
BDHY-QZLQF,Month-to-Month,3486-KHMLI,No,No,Yes,No,No,Yes,No,No,None,0,No,Credit Card,21,0,31.26,No,No,No,467.15,656.46,24.7,0.0,53,Male,No,1,No,92301,427,Adelanto,34.667815,-117.536183,18980,0
BDRX-EOAIX,Month-to-Month,2606-RMDHZ,No,Yes,No,Yes,No,No,No,Yes,DSL,0,Yes,Credit Card,6,14,0.0,No,No,No,208.7,0.0,30.5,0.0,47,Male,No,0,No,90713,135,Lakewood,33.847755,-118.112532,27563,1
BDTL-BZSAD,Month-to-Month,1020-JPQOW,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Fiber Optic,1,No,Bank Withdrawal,56,20,2.8,No,No,No,5116.6,156.8,90.55,0.0,63,Female,Yes,0,No,94508,929,Angwin,38.542448,-122.419923,3641,0
BDUN-BTGTO,Two Year,4057-FKCZK,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,1,No,Bank Withdrawal,58,24,29.93,No,No,Yes,4828.05,1735.94,82.5,0.0,40,Male,Yes,2,No,93651,805,Prather,37.007238,-119.505661,1314,0
BENL-FXCOY,Two Year,1223-UNPKS,No,No,No,No,No,Yes,No,No,None,4,No,Credit Card,20,0,3.87,No,No,No,400.0,77.4,20.05,0.0,55,Male,Yes,1,No,96136,1617,Wendel,40.345949,-120.081187,162,0
BFBH-OMPIQ,Two Year,0361-HJRDX,Yes,Yes,No,Yes,Yes,No,Yes,No,DSL,0,No,Credit Card,68,28,0.0,Yes,Yes,Yes,4539.6,0.0,64.35,0.0,38,Female,No,0,No,91403,223,Sherman Oaks,34.147149,-118.463365,22085,0
BFGJ-DRVTS,Month-to-Month,2868-SNELZ,Yes,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,No,Credit Card,2,20,5.32,No,No,No,155.8,10.64,80.6,0.0,54,Female,No,0,No,92122,370,San Diego,32.85723,-117.209774,34902,1
BFIN-DLMOA,Month-to-Month,0013-EXCHZ,No,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,3,Yes,Credit Card,3,11,7.38,No,No,Yes,267.4,22.14,83.9,0.0,75,Female,Yes,0,Yes,93010,607,Camarillo,34.227846,-119.079903,42853,1
BFVJ-LKHRD,Month-to-Month,0239-OXEXL,No,Yes,Yes,Yes,Yes,Yes,No,No,Fiber Optic,0,No,Credit Card,46,21,43.27,No,No,No,3847.6,1990.42,84.25,0.0,37,Female,No,0,No,94619,1007,Oakland,37.787186,-122.14633,24518,0
BFWR-SBYVP,Two Year,0270-THENM,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,1,No,Bank Withdrawal,72,18,28.37,No,No,No,5102.35,2042.64,69.85,25.24,62,Male,Yes,2,No,91345,207,Mission Hills,34.266389,-118.459744,17112,0
BFXS-GLFND,Two Year,4751-ERMAN,Yes,Yes,No,Yes,No,Yes,No,Yes,Cable,7,Yes,Bank Withdrawal,72,18,42.16,Yes,Yes,Yes,5480.25,3035.52,75.4,0.0,43,Male,Yes,0,No,96034,1545,Gazelle,41.411315,-122.697236,392,0
BGDU-PQWZT,Month-to-Month,0749-IRGQE,No,Yes,No,No,No,No,No,Yes,DSL,5,No,Bank Withdrawal,13,9,0.0,Yes,No,Yes,528.45,0.0,45.3,0.0,68,Female,Yes,0,Yes,90621,119,Buena Park,33.874224,-117.993368,33528,0
BGHH-BKAHS,Two Year,2545-LXYVJ,No,No,No,No,No,Yes,No,No,None,1,No,Bank Withdrawal,72,0,21.72,No,No,No,1492.1,1563.84,20.7,0.0,19,Male,Yes,0,No,94585,983,Suisun City,38.197907,-122.017258,39279,0
BGJQ-NRRIG,Two Year,3400-ESFUW,No,Yes,No,Yes,Yes,Yes,Yes,No,DSL,1,No,Bank Withdrawal,55,48,8.8,No,No,No,3046.4,484.0,57.55,0.0,28,Male,Yes,0,No,95014,1067,Cupertino,37.306612,-122.080621,54431,1
BGND-YHBUX,Month-to-Month,1803-BGNBD,No,Yes,No,Yes,No,Yes,Yes,No,DSL,0,Yes,Bank Withdrawal,12,26,37.63,No,No,No,654.5,451.56,54.3,0.0,59,Female,No,0,No,90402,103,Santa Monica,34.035849,-118.503508,11509,0
BGOQ-UWRFH,Month-to-Month,0618-XWMSS,No,Yes,No,No,Yes,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,28,5,44.28,No,No,No,2068.55,1239.84,74.9,0.0,60,Male,No,0,No,93280,682,Wasco,35.652242,-119.4464,22760,1
BGQK-EKMZM,One Year,3870-MQAMG,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,1,No,Bank Withdrawal,54,71,2.18,Yes,Yes,Yes,5893.15,117.72,110.35,0.0,21,Female,Yes,0,No,93208,639,Camp Nelson,36.057458,-118.591951,191,1
BGRY-XBZGD,Month-to-Month,4706-AXVKM,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Credit Card,11,5,4.1,Yes,No,No,906.85,45.1,84.8,0.0,78,Female,No,0,Yes,91381,220,Stevenson Ranch,34.364153,-118.615583,9937,1
BGTL-UTPCW,Month-to-Month,1051-EQPZR,No,No,No,No,No,Yes,No,No,None,1,No,Credit Card,44,0,4.17,No,No,No,780.25,183.48,19.6,0.0,21,Female,Yes,2,No,94305,919,Stanford,37.424342,-122.165641,13386,0
BGTW-BPGYP,Two Year,2632-IVXVF,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic,3,No,Credit Card,68,57,14.11,Yes,Yes,Yes,7511.3,959.48,111.75,0.0,40,Female,Yes,3,No,93238,654,Kernville,35.852892,-118.397782,1873,0
BGXD-WASXX,One Year,2495-TTHBQ,No,No,No,No,No,Yes,No,No,None,0,Yes,Credit Card,4,0,32.15,No,No,No,84.75,128.6,20.4,0.0,52,Female,No,1,No,92253,404,La Quinta,33.695532,-116.310571,23971,0
BHAT-GNBDD,One Year,4328-VUFWD,No,Yes,No,No,No,Yes,Yes,Yes,DSL,0,No,Bank Withdrawal,39,17,6.77,Yes,Yes,No,2209.15,264.03,59.3,0.0,62,Female,No,0,No,94591,989,Vallejo,38.105733,-122.186338,51665,0
BHEM-ZUNAO,Month-to-Month,0584-BJQGZ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,0,Yes,Bank Withdrawal,25,85,28.05,No,No,Yes,1837.9,701.25,78.35,0.0,19,Female,No,0,No,95983,1512,Taylorsville,40.053684,-120.743116,513,0
BHHC-KRKQR,One Year,0218-QNVAS,No,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,1,No,Bank Withdrawal,71,59,28.34,Yes,Yes,Yes,7113.75,2012.14,100.55,16.99,22,Male,Yes,1,No,92203,383,Indio,33.752938,-116.230055,2743,0
BHMF-AOPSE,Month-to-Month,2684-EIWEO,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,0,No,Credit Card,30,19,45.88,No,No,No,2758.15,1376.4,91.7,0.0,69,Female,No,0,Yes,92129,376,San Diego,32.961064,-117.134917,47224,1
BHWB-YISJF,Month-to-Month,0804-XBFBV,No,Yes,No,No,No,No,No,Yes,DSL,0,No,Bank Withdrawal,11,19,0.0,No,No,No,321.05,0.0,25.2,0.0,49,Female,No,1,No,92610,527,Foothill Ranch,33.698728,-117.67768,10936,0
BINK-SFVDC,Month-to-Month,0404-SWRVG,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,3,71,14.6,No,Yes,No,229.55,43.8,74.4,8.74,21,Male,No,2,No,90631,122,La Habra,33.940619,-117.9513,67354,1
BIOU-KRNGR,Month-to-Month,0617-FHSGK,No,Yes,Yes,No,No,Yes,No,No,Fiber Optic,0,No,Credit Card,49,24,19.08,No,No,No,3678.3,934.92,75.2,0.0,62,Male,No,0,No,95670,1383,Rancho Cordova,38.602723,-121.279913,49729,1
BIWZ-QQDWX,Month-to-Month,2959-FENLU,Yes,Yes,No,No,No,Yes,No,No,Fiber Optic,0,Yes,Credit Card,9,8,48.38,Yes,Yes,No,781.4,435.42,85.3,0.0,64,Female,No,0,No,95033,1074,Los Gatos,37.160194,-121.945611,10172,0
BJFL-PFNQE,One Year,4832-VRBMR,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,1,Yes,Bank Withdrawal,65,5,16.65,Yes,Yes,Yes,6792.45,1082.25,103.15,0.0,65,Male,Yes,0,Yes,92267,414,Parker Dam,34.273872,-114.192901,131,0
BJOI-KZGAQ,Month-to-Month,1935-IMVBB,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,1,No,Credit Card,56,14,3.79,Yes,Yes,Yes,4952.95,212.24,89.7,41.66,43,Male,Yes,0,No,92107,356,San Diego,32.741852,-117.243453,27959,0
BJQF-TWCFZ,Month-to-Month,0570-BFQHT,Yes,Yes,No,Yes,No,Yes,No,Yes,Fiber Optic,0,No,Bank Withdrawal,9,13,32.57,No,No,No,653.9,293.13,80.55,2.28,38,Female,No,0,No,96007,1523,Anderson,40.448632,-122.306657,21418,0
BJQQ-NBEWO,Two Year,2404-JIBFC,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,DSL,1,Yes,Bank Withdrawal,55,52,8.39,Yes,Yes,Yes,4657.95,461.45,85.1,0.0,37,Female,Yes,3,No,92804,573,Anaheim,33.818,-117.974404,81333,0
BJUF-AJZJT,Two Year,1506-YJTYT,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,9,No,Credit Card,45,26,25.69,No,No,Yes,3371.0,1156.05,73.85,0.0,21,Male,Yes,1,No,94561,966,Oakley,37.999406,-121.686241,27607,0
BKAF-VETZS,Two Year,3146-MSEGF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,1,Yes,Credit Card,72,6,20.48,Yes,Yes,Yes,6425.65,1474.56,88.05,0.0,71,Female,Yes,0,Yes,90723,140,Paramount,33.897122,-118.164432,55306,0
BKIC-SAKSP,Month-to-Month,0730-KOAVE,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,0,Yes,Credit Card,30,28,41.66,Yes,Yes,No,2679.7,1249.8,94.3,0.0,53,Male,No,0,No,94062,880,Redwood City,37.410567,-122.297152,25569,0
BKND-NNIVF,Two Year,3557-HTYWR,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,0,No,Credit Card,47,3,45.67,Yes,Yes,No,3496.3,2146.49,74.05,0.0,56,Female,No,0,No,90043,40,Los Angeles,33.988543,-118.334081,44764,0
BKQE-MWEAH,Month-to-Month,3370-HXOPH,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,No,Bank Withdrawal,3,17,14.35,No,No,No,257.6,43.05,76.1,0.0,50,Female,No,0,No,94041,875,Mountain View,37.388349,-122.075299,13483,0
